latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.699997,-74.0,27.0,-18000,America/New_York,EST

time,weathercode (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (inch),snowfall_sum (inch),windspeed_10m_max (mp/h),windgusts_10m_max (mp/h)
2018-04-03,61,42.8,28.3,37.4,29.0,36.8,33.9,2018-04-03T05:34,2018-04-03T18:24,3.16,0.263,0.000,8.4,25.9
2018-04-04,61,65.6,39.3,48.9,30.2,55.2,39.9,2018-04-04T05:32,2018-04-04T18:25,10.33,0.150,0.000,20.2,42.7
2018-04-05,3,45.9,31.9,38.6,24.6,33.7,29.5,2018-04-05T05:31,2018-04-05T18:26,21.81,0.000,0.000,17.5,33.1
2018-04-06,51,57.4,31.8,44.2,29.1,49.5,38.4,2018-04-06T05:29,2018-04-06T18:27,10.67,0.052,0.000,15.2,25.1
2018-04-07,3,46.0,37.0,41.9,29.7,43.2,35.7,2018-04-07T05:27,2018-04-07T18:28,18.08,0.000,0.000,11.4,21.9
2018-04-08,3,45.1,31.1,37.3,22.7,35.0,28.7,2018-04-08T05:26,2018-04-08T18:29,20.52,0.000,0.000,12.4,24.6
2018-04-09,3,45.8,27.5,37.2,24.3,38.9,32.0,2018-04-09T05:24,2018-04-09T18:30,21.73,0.000,0.000,8.3,18.1
2018-04-10,51,49.7,35.7,41.6,32.2,39.9,35.6,2018-04-10T05:23,2018-04-10T18:31,16.11,0.028,0.000,8.5,15.9
2018-04-11,3,49.1,31.1,40.9,28.9,43.3,37.1,2018-04-11T05:21,2018-04-11T18:32,19.74,0.000,0.000,8.8,16.6
2018-04-12,51,60.0,39.2,50.8,36.9,52.8,45.5,2018-04-12T05:19,2018-04-12T18:33,17.44,0.008,0.000,14.7,28.0
2018-04-13,51,77.4,55.0,64.1,48.6,69.9,58.8,2018-04-13T05:18,2018-04-13T18:34,20.92,0.004,0.000,13.9,27.5
2018-04-14,3,75.1,44.4,61.3,36.1,76.9,56.1,2018-04-14T05:16,2018-04-14T18:35,23.97,0.000,0.000,16.4,30.4
2018-04-15,55,43.5,38.8,41.1,28.1,34.2,30.9,2018-04-15T05:15,2018-04-15T18:36,4.73,0.115,0.000,17.8,34.9
2018-04-16,63,57.9,39.7,49.6,29.3,50.0,40.6,2018-04-16T05:13,2018-04-16T18:37,7.58,1.535,0.000,19.0,59.1
2018-04-17,51,47.5,37.7,42.7,32.9,39.2,35.3,2018-04-17T05:12,2018-04-17T18:38,14.61,0.008,0.000,14.4,28.9
2018-04-18,3,53.3,34.1,43.8,30.1,45.9,38.1,2018-04-18T05:10,2018-04-18T18:39,24.08,0.000,0.000,12.6,25.3
2018-04-19,55,47.3,37.4,43.8,31.2,43.5,37.6,2018-04-19T05:09,2018-04-19T18:40,7.69,0.319,0.000,12.8,23.9
2018-04-20,3,51.8,33.8,41.8,28.8,41.9,34.6,2018-04-20T05:07,2018-04-20T18:41,24.34,0.000,0.000,15.0,29.5
2018-04-21,1,59.1,33.5,46.5,31.6,53.1,43.0,2018-04-21T05:06,2018-04-21T18:42,26.77,0.000,0.000,8.1,17.4
2018-04-22,0,61.6,35.5,49.4,37.9,57.1,47.1,2018-04-22T05:05,2018-04-22T18:44,27.48,0.000,0.000,7.7,14.1
2018-04-23,1,60.9,37.9,49.5,38.5,58.1,47.8,2018-04-23T05:03,2018-04-23T18:45,27.44,0.000,0.000,8.5,15.7
2018-04-24,53,60.9,40.3,51.3,42.0,57.8,50.0,2018-04-24T05:02,2018-04-24T18:46,23.49,0.052,0.000,11.0,21.9
2018-04-25,61,57.1,50.2,53.9,48.2,59.4,54.3,2018-04-25T05:00,2018-04-25T18:47,4.93,0.552,0.000,10.8,23.7
2018-04-26,3,65.4,51.1,57.2,50.9,61.2,55.8,2018-04-26T04:59,2018-04-26T18:48,23.45,0.000,0.000,12.6,24.4
2018-04-27,55,53.5,46.7,50.4,48.5,52.6,50.4,2018-04-27T04:58,2018-04-27T18:49,7.27,0.260,0.000,9.3,25.3
2018-04-28,51,63.8,44.8,53.0,45.3,61.4,53.1,2018-04-28T04:56,2018-04-28T18:50,19.61,0.028,0.000,10.2,20.4
2018-04-29,51,56.9,44.1,50.5,40.9,51.0,45.6,2018-04-29T04:55,2018-04-29T18:51,22.71,0.020,0.000,13.7,26.6
2018-04-30,51,53.3,42.9,47.3,39.1,46.5,42.2,2018-04-30T04:53,2018-04-30T18:52,15.38,0.024,0.000,15.3,30.4
2018-05-01,1,74.9,42.7,58.5,41.6,69.0,56.4,2018-05-01T04:52,2018-05-01T18:53,28.12,0.000,0.000,9.6,16.6
2018-05-02,1,83.5,54.5,68.6,52.5,79.6,67.1,2018-05-02T04:51,2018-05-02T18:54,27.60,0.000,0.000,11.4,20.8
2018-05-03,2,86.9,60.7,73.5,60.7,85.9,73.4,2018-05-03T04:50,2018-05-03T18:55,25.08,0.000,0.000,12.4,23.7
2018-05-04,3,82.6,63.9,73.1,68.3,82.6,73.8,2018-05-04T04:49,2018-05-04T18:56,17.55,0.000,0.000,15.7,23.0
2018-05-05,51,71.9,58.4,64.7,56.2,68.3,62.4,2018-05-05T04:47,2018-05-05T18:57,19.23,0.012,0.000,13.0,24.6
2018-05-06,53,62.0,57.4,59.3,57.4,62.9,59.2,2018-05-06T04:46,2018-05-06T18:58,8.59,0.072,0.000,8.8,16.8
2018-05-07,3,70.4,52.6,60.8,53.8,70.5,61.2,2018-05-07T04:45,2018-05-07T18:59,22.78,0.000,0.000,6.5,15.4
2018-05-08,0,68.0,49.3,58.2,52.3,70.2,60.2,2018-05-08T04:44,2018-05-08T19:00,25.45,0.000,0.000,7.4,15.2
2018-05-09,1,71.4,50.9,60.1,53.0,72.0,61.7,2018-05-09T04:43,2018-05-09T19:01,27.45,0.000,0.000,7.8,15.2
2018-05-10,3,69.4,48.7,60.4,53.7,69.6,61.3,2018-05-10T04:42,2018-05-10T19:02,22.83,0.000,0.000,9.5,23.0
2018-05-11,1,70.6,57.7,63.5,58.3,66.2,62.1,2018-05-11T04:41,2018-05-11T19:03,27.35,0.000,0.000,9.5,19.7
2018-05-12,61,60.0,51.8,56.0,49.6,58.7,52.8,2018-05-12T04:40,2018-05-12T19:04,7.61,0.455,0.000,8.4,22.6
2018-05-13,61,56.3,51.5,53.2,49.7,51.7,50.8,2018-05-13T04:39,2018-05-13T19:05,5.42,0.205,0.000,7.9,19.7
2018-05-14,63,68.2,51.1,58.7,51.4,70.2,59.6,2018-05-14T04:38,2018-05-14T19:06,11.20,0.212,0.000,7.4,20.4
2018-05-15,63,84.7,61.3,71.0,62.4,87.7,72.1,2018-05-15T04:37,2018-05-15T19:07,23.58,0.346,0.000,11.2,28.0
2018-05-16,61,62.1,55.6,59.3,56.7,63.9,60.6,2018-05-16T04:36,2018-05-16T19:08,4.91,0.585,0.000,9.1,17.0
2018-05-17,63,68.0,55.8,61.3,55.8,75.7,64.9,2018-05-17T04:35,2018-05-17T19:09,8.75,0.539,0.000,6.8,14.1
2018-05-18,51,62.6,52.7,59.0,49.7,68.0,58.3,2018-05-18T04:34,2018-05-18T19:10,11.43,0.004,0.000,13.7,26.2
2018-05-19,61,63.8,51.0,54.9,47.0,60.6,52.2,2018-05-19T04:33,2018-05-19T19:11,2.42,0.565,0.000,11.3,23.9
2018-05-20,53,79.5,62.9,70.0,57.8,85.5,71.0,2018-05-20T04:32,2018-05-20T19:12,16.75,0.056,0.000,12.1,24.8
2018-05-21,1,73.7,55.0,64.6,58.4,76.9,67.1,2018-05-21T04:31,2018-05-21T19:13,29.38,0.000,0.000,7.1,15.2
2018-05-22,61,65.6,56.1,59.8,58.1,65.5,61.7,2018-05-22T04:31,2018-05-22T19:14,9.26,0.221,0.000,7.0,14.3
2018-05-23,55,78.2,57.6,67.3,59.2,79.2,69.6,2018-05-23T04:30,2018-05-23T19:15,19.83,0.063,0.000,8.4,15.7
2018-05-24,0,79.1,59.3,68.7,61.3,80.2,70.9,2018-05-24T04:29,2018-05-24T19:15,29.75,0.000,0.000,8.5,16.1
2018-05-25,1,83.3,59.8,72.0,60.6,83.1,74.0,2018-05-25T04:29,2018-05-25T19:16,29.29,0.000,0.000,10.9,20.8
2018-05-26,2,87.3,67.7,76.7,72.5,90.7,82.1,2018-05-26T04:28,2018-05-26T19:17,26.47,0.000,0.000,10.3,18.8
2018-05-27,61,71.0,57.5,62.1,55.7,82.1,63.8,2018-05-27T04:27,2018-05-27T19:18,3.59,0.661,0.000,13.0,25.9
2018-05-28,3,69.2,56.3,61.9,55.5,69.7,62.0,2018-05-28T04:27,2018-05-28T19:19,15.95,0.000,0.000,7.1,16.3
2018-05-29,3,83.4,62.3,72.0,64.5,95.3,78.7,2018-05-29T04:26,2018-05-29T19:20,24.98,0.000,0.000,6.9,13.2
2018-05-30,3,71.2,59.5,64.6,61.9,74.7,68.3,2018-05-30T04:26,2018-05-30T19:20,16.94,0.000,0.000,8.9,18.1
2018-05-31,51,69.1,59.7,64.9,62.5,73.9,68.5,2018-05-31T04:25,2018-05-31T19:21,6.70,0.044,0.000,7.6,17.0
2018-06-01,55,79.8,64.1,69.4,70.3,87.4,77.5,2018-06-01T04:25,2018-06-01T19:22,12.63,0.209,0.000,5.4,11.9
2018-06-02,53,81.5,66.1,74.2,70.9,90.5,82.4,2018-06-02T04:24,2018-06-02T19:23,16.73,0.083,0.000,10.5,20.4
2018-06-03,53,64.1,53.9,58.8,49.5,65.9,57.4,2018-06-03T04:24,2018-06-03T19:23,11.56,0.088,0.000,12.4,26.4
2018-06-04,61,67.8,52.9,58.9,48.3,72.6,59.9,2018-06-04T04:24,2018-06-04T19:24,11.14,0.291,0.000,11.1,24.6
2018-06-05,51,72.8,53.0,64.1,58.2,70.6,65.0,2018-06-05T04:23,2018-06-05T19:25,24.70,0.024,0.000,13.7,30.4
2018-06-06,3,68.3,54.9,61.5,59.1,68.9,63.4,2018-06-06T04:23,2018-06-06T19:25,16.62,0.000,0.000,6.3,14.1
2018-06-07,3,68.2,56.4,61.5,60.0,69.4,63.3,2018-06-07T04:23,2018-06-07T19:26,18.39,0.000,0.000,8.9,17.4
2018-06-08,2,77.6,56.7,67.9,58.7,81.3,71.5,2018-06-08T04:23,2018-06-08T19:27,22.89,0.000,0.000,7.3,13.0
2018-06-09,3,78.3,63.7,70.7,68.3,83.1,75.1,2018-06-09T04:22,2018-06-09T19:27,25.96,0.000,0.000,6.5,13.6
2018-06-10,53,67.0,58.7,63.8,61.4,73.9,67.4,2018-06-10T04:22,2018-06-10T19:28,7.38,0.207,0.000,5.3,11.0
2018-06-11,53,68.5,54.6,61.5,58.5,68.3,62.2,2018-06-11T04:22,2018-06-11T19:28,20.30,0.138,0.000,8.0,17.4
2018-06-12,1,71.6,52.3,62.6,56.8,73.0,64.5,2018-06-12T04:22,2018-06-12T19:29,30.44,0.000,0.000,11.9,22.6
2018-06-13,61,73.7,59.7,68.0,60.9,80.5,71.8,2018-06-13T04:22,2018-06-13T19:29,8.42,0.237,0.000,11.4,23.3
2018-06-14,1,80.8,65.2,72.1,66.9,79.9,74.4,2018-06-14T04:22,2018-06-14T19:30,29.64,0.000,0.000,14.4,26.4
2018-06-15,3,73.3,60.7,67.1,61.3,75.2,67.7,2018-06-15T04:22,2018-06-15T19:30,20.15,0.000,0.000,11.7,26.8
2018-06-16,1,80.9,56.9,69.9,60.7,82.4,73.4,2018-06-16T04:22,2018-06-16T19:30,29.64,0.000,0.000,6.2,12.1
2018-06-17,1,85.6,60.0,73.7,67.8,90.6,78.7,2018-06-17T04:22,2018-06-17T19:31,29.62,0.000,0.000,8.2,17.2
2018-06-18,2,88.6,67.0,78.6,72.8,93.8,83.4,2018-06-18T04:22,2018-06-18T19:31,26.16,0.000,0.000,10.6,19.9
2018-06-19,61,86.0,69.4,78.8,74.5,88.2,83.7,2018-06-19T04:23,2018-06-19T19:31,27.22,0.122,0.000,10.7,20.8
2018-06-20,55,81.1,64.4,72.2,68.7,83.0,76.8,2018-06-20T04:23,2018-06-20T19:31,21.53,0.102,0.000,7.8,17.2
2018-06-21,61,82.9,67.4,74.2,71.2,86.9,79.3,2018-06-21T04:23,2018-06-21T19:32,28.25,0.170,0.000,6.4,13.9
2018-06-22,51,71.4,63.9,67.7,65.7,76.8,70.5,2018-06-22T04:23,2018-06-22T19:32,17.06,0.076,0.000,10.0,22.4
2018-06-23,61,70.7,63.3,66.7,62.1,72.8,67.5,2018-06-23T04:23,2018-06-23T19:32,6.15,0.288,0.000,9.8,20.6
2018-06-24,51,82.6,66.2,74.2,70.7,88.8,78.9,2018-06-24T04:24,2018-06-24T19:32,17.99,0.016,0.000,8.0,20.8
2018-06-25,1,78.9,65.0,71.9,68.7,79.2,74.1,2018-06-25T04:24,2018-06-25T19:32,28.61,0.000,0.000,12.5,25.1
2018-06-26,3,74.5,60.5,67.8,60.1,75.6,69.4,2018-06-26T04:25,2018-06-26T19:32,25.59,0.000,0.000,11.2,21.3
2018-06-27,55,74.6,61.8,68.3,68.1,74.7,70.7,2018-06-27T04:25,2018-06-27T19:32,11.36,0.167,0.000,11.0,24.2
2018-06-28,61,83.4,68.3,74.2,73.8,89.4,81.7,2018-06-28T04:25,2018-06-28T19:32,13.22,0.445,0.000,9.7,21.3
2018-06-29,1,88.1,67.8,77.9,75.1,91.4,84.4,2018-06-29T04:26,2018-06-29T19:32,28.59,0.000,0.000,8.9,15.2
2018-06-30,0,90.7,66.0,79.8,75.9,94.2,87.1,2018-06-30T04:26,2018-06-30T19:32,29.51,0.000,0.000,6.5,12.1
2018-07-01,1,94.7,72.8,84.0,82.4,105.0,93.1,2018-07-01T04:27,2018-07-01T19:32,26.17,0.000,0.000,5.6,12.1
2018-07-02,1,93.3,72.4,82.8,85.1,99.8,92.1,2018-07-02T04:27,2018-07-02T19:32,29.22,0.000,0.000,9.8,18.1
2018-07-03,55,89.7,73.9,80.9,87.0,102.5,92.2,2018-07-03T04:28,2018-07-03T19:32,22.63,0.196,0.000,5.5,13.2
2018-07-04,61,84.9,75.0,79.1,84.7,96.2,89.7,2018-07-04T04:28,2018-07-04T19:32,16.52,0.106,0.000,5.6,13.9
2018-07-05,2,86.3,74.5,80.0,84.1,95.0,89.3,2018-07-05T04:29,2018-07-05T19:31,21.61,0.000,0.000,9.4,18.6
2018-07-06,63,81.0,70.6,77.2,70.4,86.6,82.9,2018-07-06T04:30,2018-07-06T19:31,9.84,0.242,0.000,11.1,23.5
2018-07-07,0,75.1,62.8,68.9,60.5,76.7,68.6,2018-07-07T04:30,2018-07-07T19:31,30.58,0.000,0.000,11.5,23.3
2018-07-08,0,80.3,59.4,70.4,64.1,84.3,74.0,2018-07-08T04:31,2018-07-08T19:30,29.97,0.000,0.000,7.1,17.7
2018-07-09,0,86.0,61.1,74.2,67.1,89.0,78.3,2018-07-09T04:31,2018-07-09T19:30,29.63,0.000,0.000,7.8,16.8
2018-07-10,1,92.4,66.5,79.9,71.2,92.7,83.9,2018-07-10T04:32,2018-07-10T19:30,29.03,0.000,0.000,7.7,16.1
2018-07-11,2,85.5,70.7,77.7,76.2,87.5,82.4,2018-07-11T04:33,2018-07-11T19:29,24.61,0.000,0.000,8.6,17.0
2018-07-12,51,82.3,68.4,74.7,73.6,86.1,79.0,2018-07-12T04:34,2018-07-12T19:29,21.81,0.004,0.000,6.9,17.7
2018-07-13,1,82.6,66.8,75.2,73.5,85.2,78.8,2018-07-13T04:34,2018-07-13T19:28,24.01,0.000,0.000,8.7,18.1
2018-07-14,3,88.1,66.8,78.5,70.9,89.6,81.1,2018-07-14T04:35,2018-07-14T19:28,21.50,0.000,0.000,8.6,15.7
2018-07-15,53,84.9,71.4,77.7,75.6,90.2,82.4,2018-07-15T04:36,2018-07-15T19:27,16.64,0.132,0.000,8.8,17.0
2018-07-16,55,91.1,71.9,81.2,81.1,97.8,89.4,2018-07-16T04:37,2018-07-16T19:26,24.30,0.043,0.000,8.2,18.6
2018-07-17,63,86.6,73.2,78.2,79.4,95.0,85.8,2018-07-17T04:38,2018-07-17T19:26,12.93,0.921,0.000,8.4,23.3
2018-07-18,2,83.2,67.5,75.5,70.7,84.8,78.0,2018-07-18T04:38,2018-07-18T19:25,26.56,0.000,0.000,9.9,20.1
2018-07-19,0,80.2,63.8,72.2,65.6,84.1,74.6,2018-07-19T04:39,2018-07-19T19:24,29.47,0.000,0.000,7.7,18.6
2018-07-20,1,79.7,65.0,72.5,72.5,82.7,76.5,2018-07-20T04:40,2018-07-20T19:24,27.98,0.000,0.000,9.1,19.0
2018-07-21,63,75.1,62.5,69.1,66.5,73.8,71.0,2018-07-21T04:41,2018-07-21T19:23,20.73,0.623,0.000,17.3,28.9
2018-07-22,63,82.2,71.2,74.7,71.3,85.4,79.0,2018-07-22T04:42,2018-07-22T19:22,18.58,0.772,0.000,20.6,43.6
2018-07-23,55,77.3,73.4,75.0,81.9,88.0,84.0,2018-07-23T04:43,2018-07-23T19:21,8.57,0.270,0.000,12.4,25.7
2018-07-24,53,81.3,73.6,76.4,80.7,87.4,84.4,2018-07-24T04:44,2018-07-24T19:21,18.47,0.152,0.000,15.8,31.1
2018-07-25,63,78.2,72.2,74.1,79.5,86.4,82.4,2018-07-25T04:44,2018-07-25T19:20,7.75,0.941,0.000,12.8,26.2
2018-07-26,53,84.1,71.6,76.8,78.7,93.2,85.3,2018-07-26T04:45,2018-07-26T19:19,19.29,0.119,0.000,6.6,16.6
2018-07-27,63,85.4,70.0,76.9,77.8,93.8,84.9,2018-07-27T04:46,2018-07-27T19:18,22.48,0.444,0.000,8.3,20.1
2018-07-28,63,83.3,71.0,75.0,76.9,95.6,83.6,2018-07-28T04:47,2018-07-28T19:17,17.46,0.338,0.000,9.2,17.7
2018-07-29,3,81.3,68.3,74.8,72.4,85.2,79.8,2018-07-29T04:48,2018-07-29T19:16,22.28,0.000,0.000,7.2,15.2
2018-07-30,2,79.7,65.7,73.0,73.1,81.6,78.8,2018-07-30T04:49,2018-07-30T19:15,16.37,0.000,0.000,5.7,13.6
2018-07-31,3,78.2,66.6,73.1,74.6,82.6,79.4,2018-07-31T04:50,2018-07-31T19:14,18.57,0.000,0.000,7.3,15.0
2018-08-01,55,83.6,71.0,77.3,80.5,93.2,87.0,2018-08-01T04:51,2018-08-01T19:13,13.68,0.268,0.000,10.5,25.5
2018-08-02,61,84.5,75.1,78.2,83.5,93.1,87.7,2018-08-02T04:52,2018-08-02T19:11,15.44,0.224,0.000,9.7,26.2
2018-08-03,63,82.6,73.5,77.0,83.2,91.6,86.3,2018-08-03T04:53,2018-08-03T19:10,15.82,0.465,0.000,10.9,25.5
2018-08-04,63,82.5,71.9,75.9,81.4,94.6,86.6,2018-08-04T04:54,2018-08-04T19:09,10.03,0.950,0.000,6.7,17.2
2018-08-05,1,88.8,69.1,79.7,79.5,97.9,90.4,2018-08-05T04:55,2018-08-05T19:08,25.05,0.000,0.000,4.5,11.0
2018-08-06,1,90.0,73.5,81.6,82.4,98.4,91.4,2018-08-06T04:56,2018-08-06T19:07,24.33,0.000,0.000,7.4,14.5
2018-08-07,51,88.0,74.6,80.4,84.8,97.0,89.8,2018-08-07T04:57,2018-08-07T19:06,21.33,0.020,0.000,8.7,17.7
2018-08-08,61,88.5,73.5,79.8,82.7,99.8,90.4,2018-08-08T04:58,2018-08-08T19:04,20.42,0.154,0.000,6.7,14.1
2018-08-09,51,86.2,72.8,79.1,82.5,91.9,87.2,2018-08-09T04:59,2018-08-09T19:03,22.92,0.012,0.000,8.1,19.7
2018-08-10,2,86.8,68.3,78.6,77.9,93.4,86.3,2018-08-10T05:00,2018-08-10T19:02,23.46,0.000,0.000,6.0,12.5
2018-08-11,63,78.0,72.7,74.6,80.5,88.1,82.9,2018-08-11T05:01,2018-08-11T19:01,10.39,1.124,0.000,5.9,13.2
2018-08-12,61,81.1,71.7,75.0,79.3,90.2,83.9,2018-08-12T05:02,2018-08-12T18:59,13.82,0.262,0.000,6.6,13.4
2018-08-13,61,75.8,71.5,73.5,76.5,85.2,80.6,2018-08-13T05:03,2018-08-13T18:58,7.92,0.391,0.000,10.4,20.1
2018-08-14,63,80.4,69.0,73.8,76.0,88.1,81.1,2018-08-14T05:04,2018-08-14T18:57,18.36,0.406,0.000,8.4,19.9
2018-08-15,51,86.4,68.6,77.1,74.1,93.2,84.0,2018-08-15T05:05,2018-08-15T18:55,23.27,0.024,0.000,9.0,16.3
2018-08-16,1,88.8,72.7,80.3,81.2,95.7,88.7,2018-08-16T05:06,2018-08-16T18:54,24.63,0.000,0.000,7.4,13.0
2018-08-17,61,86.6,73.0,79.4,83.6,97.5,89.3,2018-08-17T05:07,2018-08-17T18:52,19.16,0.143,0.000,9.9,19.2
2018-08-18,61,83.6,71.6,76.7,76.1,93.6,84.1,2018-08-18T05:08,2018-08-18T18:51,15.94,0.238,0.000,9.6,21.7
2018-08-19,53,72.8,68.9,70.4,72.2,78.0,74.6,2018-08-19T05:09,2018-08-19T18:49,5.85,0.092,0.000,10.2,21.0
2018-08-20,51,74.6,66.0,70.5,69.0,79.4,74.4,2018-08-20T05:10,2018-08-20T18:48,14.60,0.024,0.000,8.9,18.8
2018-08-21,51,75.3,67.0,71.2,71.1,78.8,75.3,2018-08-21T05:11,2018-08-21T18:46,12.54,0.024,0.000,10.0,19.5
2018-08-22,63,82.3,69.9,75.2,75.4,86.8,81.0,2018-08-22T05:12,2018-08-22T18:45,18.76,0.339,0.000,9.9,21.9
2018-08-23,2,76.3,64.1,70.2,67.6,78.2,72.9,2018-08-23T05:13,2018-08-23T18:44,22.91,0.000,0.000,9.8,20.8
2018-08-24,0,81.1,62.2,71.6,67.5,85.7,76.1,2018-08-24T05:14,2018-08-24T18:42,23.65,0.000,0.000,6.9,15.2
2018-08-25,2,77.4,63.3,70.5,70.4,81.4,75.2,2018-08-25T05:15,2018-08-25T18:40,20.90,0.000,0.000,7.7,13.9
2018-08-26,3,82.8,62.4,73.2,69.0,87.2,79.4,2018-08-26T05:16,2018-08-26T18:39,19.14,0.000,0.000,8.6,16.1
2018-08-27,1,89.0,69.6,79.3,79.6,94.6,87.5,2018-08-27T05:17,2018-08-27T18:37,22.24,0.000,0.000,5.9,12.8
2018-08-28,1,93.1,74.4,83.0,86.0,99.8,92.7,2018-08-28T05:18,2018-08-28T18:36,22.14,0.000,0.000,8.6,15.4
2018-08-29,51,92.3,75.9,83.9,86.9,99.6,93.2,2018-08-29T05:19,2018-08-29T18:34,21.41,0.016,0.000,10.1,21.5
2018-08-30,2,87.4,75.4,81.2,81.4,93.7,89.2,2018-08-30T05:19,2018-08-30T18:33,20.93,0.000,0.000,8.8,17.0
2018-08-31,53,74.7,69.4,72.3,72.9,80.2,75.9,2018-08-31T05:20,2018-08-31T18:31,7.92,0.140,0.000,10.3,21.0
2018-09-01,51,75.0,68.0,70.8,71.1,78.9,74.6,2018-09-01T05:21,2018-09-01T18:29,13.81,0.016,0.000,8.8,16.8
2018-09-02,3,80.0,67.1,73.5,73.2,85.4,80.1,2018-09-02T05:22,2018-09-02T18:28,11.85,0.000,0.000,7.4,15.0
2018-09-03,3,88.3,71.6,79.3,81.9,96.7,89.6,2018-09-03T05:23,2018-09-03T18:26,17.25,0.000,0.000,5.7,11.4
2018-09-04,51,90.5,74.6,81.8,82.8,99.1,91.0,2018-09-04T05:24,2018-09-04T18:25,20.53,0.004,0.000,6.0,12.3
2018-09-05,51,87.2,73.0,79.7,83.7,96.7,89.5,2018-09-05T05:25,2018-09-05T18:23,18.38,0.012,0.000,8.1,15.9
2018-09-06,63,92.5,75.2,81.0,83.9,100.6,89.9,2018-09-06T05:26,2018-09-06T18:21,18.15,0.232,0.000,7.5,15.2
2018-09-07,53,75.0,70.6,72.9,75.0,84.4,79.1,2018-09-07T05:27,2018-09-07T18:20,4.49,0.184,0.000,8.5,17.7
2018-09-08,53,70.7,60.4,66.9,59.8,76.2,67.5,2018-09-08T05:28,2018-09-08T18:18,7.36,0.243,0.000,11.0,23.7
2018-09-09,61,61.6,56.6,59.3,53.8,60.7,57.4,2018-09-09T05:29,2018-09-09T18:16,2.71,0.925,0.000,12.7,21.9
2018-09-10,63,66.2,57.5,62.4,53.4,63.8,59.5,2018-09-10T05:30,2018-09-10T18:15,2.64,0.804,0.000,13.7,27.1
2018-09-11,53,75.9,64.9,70.2,64.5,82.9,74.6,2018-09-11T05:31,2018-09-11T18:13,8.11,0.096,0.000,7.1,17.0
2018-09-12,61,74.9,70.8,72.7,78.6,84.3,81.5,2018-09-12T05:32,2018-09-12T18:11,5.26,0.214,0.000,5.3,12.3
2018-09-13,61,73.7,69.2,71.0,74.2,80.4,77.4,2018-09-13T05:33,2018-09-13T18:10,4.83,0.202,0.000,8.2,16.8
2018-09-14,3,75.3,66.7,70.2,72.6,78.6,74.5,2018-09-14T05:34,2018-09-14T18:08,8.63,0.000,0.000,9.0,15.9
2018-09-15,3,76.4,65.9,70.5,70.4,83.5,76.3,2018-09-15T05:35,2018-09-15T18:06,10.48,0.000,0.000,4.9,11.2
2018-09-16,3,80.6,64.4,71.5,70.1,89.2,78.3,2018-09-16T05:36,2018-09-16T18:04,18.24,0.000,0.000,6.2,11.9
2018-09-17,53,77.9,64.5,71.1,73.5,83.5,78.3,2018-09-17T05:37,2018-09-17T18:03,9.28,0.172,0.000,8.1,15.2
2018-09-18,63,75.8,66.4,72.3,74.8,85.4,80.7,2018-09-18T05:38,2018-09-18T18:01,4.08,0.706,0.000,10.7,20.8
2018-09-19,3,79.1,64.8,71.2,70.7,83.6,76.9,2018-09-19T05:39,2018-09-19T17:59,15.18,0.000,0.000,7.6,18.3
2018-09-20,3,69.3,64.6,66.8,66.1,74.2,70.0,2018-09-20T05:40,2018-09-20T17:58,5.77,0.000,0.000,7.2,14.1
2018-09-21,3,72.5,65.4,68.7,69.2,74.0,71.5,2018-09-21T05:41,2018-09-21T17:56,6.04,0.000,0.000,11.5,21.5
2018-09-22,55,71.7,61.7,68.0,60.4,75.9,68.8,2018-09-22T05:42,2018-09-22T17:54,17.14,0.071,0.000,12.1,25.1
2018-09-23,53,65.8,60.2,62.7,58.7,66.2,62.1,2018-09-23T05:43,2018-09-23T17:53,4.33,0.032,0.000,6.7,13.2
2018-09-24,3,66.7,59.0,62.6,55.9,62.1,59.6,2018-09-24T05:44,2018-09-24T17:51,11.40,0.000,0.000,13.9,27.1
2018-09-25,63,71.0,60.2,66.6,56.8,75.9,67.2,2018-09-25T05:45,2018-09-25T17:49,1.43,1.856,0.000,12.5,26.8
2018-09-26,53,80.5,69.2,73.7,74.3,85.8,79.7,2018-09-26T05:46,2018-09-26T17:48,10.17,0.084,0.000,10.6,21.3
2018-09-27,53,70.3,60.9,65.6,58.3,71.7,65.9,2018-09-27T05:47,2018-09-27T17:46,14.96,0.052,0.000,11.6,19.9
2018-09-28,63,63.4,56.5,60.9,53.9,64.7,60.5,2018-09-28T05:48,2018-09-28T17:44,6.23,0.918,0.000,13.5,31.1
2018-09-29,2,72.6,55.7,63.6,57.8,72.6,64.4,2018-09-29T05:49,2018-09-29T17:43,16.17,0.000,0.000,6.6,13.0
2018-09-30,1,69.0,54.2,61.6,53.2,69.4,62.3,2018-09-30T05:50,2018-09-30T17:41,17.52,0.000,0.000,6.4,13.6
2018-10-01,51,74.6,59.8,67.5,62.1,79.1,70.1,2018-10-01T05:51,2018-10-01T17:39,8.58,0.004,0.000,9.2,17.0
2018-10-02,63,77.4,64.7,70.1,67.6,79.3,73.0,2018-10-02T05:52,2018-10-02T17:38,11.13,0.351,0.000,10.0,21.5
